name,ratingValue,date,director,stars,metaScore,review_users,review_critcs,popularity,keywords,genres,contentRating,country,language,budget,opening_week,gross,runtime,color,asp,rating,general_rating_user,contentRatingLevel,year,profit_ratio
The Hoax ,"6.7 based on 14,575 user ratings",2007-04-20,Lasse Hallström,"Richard Gere,Alfred Molina,David Aaron Baker",70,74,142,NA,"book,manuscript,fake,fabrication,hoax","Comedy,Drama",Rated R for language,USA,English,2.5e+07,1449320(USA),7156933,116,Color,1.85:1,6.7,14575,R,2007,0.28627732
It's a Boy Girl Thing ,"6.3 based on 32,060 user ratings",2006-12-26,Nick Hurran,"Samaire Armstrong,Kevin Zegers,Sherry Miller",NA,46,33,NA,"school,college,high-school,love,curse","Comedy,Fantasy,Romance","Rated PG-13 for sexual content, nudity, language and some drinking - all involving teens","USA,UK,Canada",English,15500000,£850290(UK),NA,NA,Color,2.35:1,6.3,32060,PG-13,2006,NA
Friends with Money ,"5.9 based on 19,700 user ratings",2006-04-21,Nicole Holofcener,"Jennifer Aniston,Frances McDormand,Catherine Keener",68,166,111,NA,"money-problems,marital-problem,nervous-breakdown,friendship,friend","Comedy,Drama,Romance","Rated R for language, some sexual content and brief drug use",USA,English,6500000,589332(USA),13367101,88,Color,2.35:1,5.9,19700,R,2006,2.05647707692308
Ultraviolet ,"4.4 based on 70,275 user ratings",2006-03-03,Kurt Wimmer,"Milla Jovovich,Cameron Bright,Nick Chinlund",18,830,158,4,"boy,disease,vampire,speed,hemophagia","Action,Horror,Sci-Fi,Thriller","Rated PG-13 for sequences of violent action throughout, partial nudity and language",USA,"English,Vietnamese",3e+07,9064880(USA),18500966,88,Color,1.85:1,4.4,70275,PG-13,2006,0.616698866666667
Turistas ,"5.3 based on 31,201 user ratings",2006-12-01,John Stockwell,"Josh Duhamel,Melissa George,Olivia Wilde",36,226,145,4,"nipples-visible-through-clothing,bare-chested-male,breasts,erotica,female-removes-her-clothes","Horror,Mystery,Thriller","Rated R for strong graphic violence and disturbing content, sexuality, nudity, drug use and language",USA,"English,Portuguese",1e+07,3582554(USA),7025803,93,Color,2.35:1,5.3,31201,R,2006,0.7025803
The Little Matchgirl ,"7.9 based on 2,850 user ratings",2006-09-07,NA,NA,NA,23,8,NA,"match,snow,winter,homeless,emerson-string-quartet","Animation,Short,Drama,Family,Fantasy",NA,USA,None,NA,NA,NA,7,Color,1.85:1,7.9,2850,NA,2006,NA
Behind the Mask: The Rise of Leslie Vernon ,"6.8 based on 17,030 user ratings",2006-10-13,Scott Glosserman,"Nathan Baesel,Angela Goethals,Zelda Rubinstein",66,125,148,NA,"film-crew,masked-killer,mask,dark-humor,serial-killer","Comedy,Horror,Thriller","Rated R for horror violence, language, some sexual content and brief drug use",USA,English,NA,38500(USA),38500,NA,Color,1.85:1,6.8,17030,R,2006,NA
Delirious ,"6.5 based on 5,236 user ratings",2007-05-18,Tom DiCillo,"Steve Buscemi,Michael Pitt,Alison Lohman",68,22,51,NA,"pop-star,photographer,paparazzi,celebrity,actor","Comedy,Drama,Romance",NA,USA,English,5e+06,19030(USA),85976,107,Color,1.85:1,6.5,5236,NA,2007,0.0171952
Scary Movie 4 ,"5.1 based on 93,609 user ratings",2006-04-14,David Zucker,"Anna Faris,Regina Hall,Craig Bierko",40,410,151,2,"reference-to-myspace,sequel,parody,male-nudity,female-nudity",Comedy,"Rated PG-13 for crude and sexual humor throughout, some comic violence and language",USA,"English,Japanese",4.5e+07,£1953094(UK),90703745,83,Color,1.85:1,5.1,93609,PG-13,2006,2.01563877777778
Lady in the Water ,"5.6 based on 78,501 user ratings",2006-07-21,M. Night Shyamalan,"Paul Giamatti,Bryce Dallas Howard,Jeffrey Wright",36,1040,284,1,"bedtime-story,apartment,swimming-pool,stuttering,eagle","Drama,Fantasy,Mystery,Thriller",Rated PG-13 for some frightening sequences,USA,English,7e+07,18044396(USA),42272747,110,Color,1.85:1,5.6,78501,PG-13,2006,0.603896385714286
El doctor ,7.4 based on 53 user ratings,2006-05-10,NA,NA,NA,1,3,NA,NA,"Animation,Short",NA,"USA,Mexico","Spanish,English",5e+05,NA,NA,23,Color,NA,7.4,53,NA,2006,NA
Lies & Alibis ,"6.4 based on 5,121 user ratings",2006-01-12,NA,NA,NA,23,17,NA,"mormon,blonde,voyeurism,voyeur,sex-game","Comedy,Drama,Romance",Rated R for language and sexual content,"Netherlands,USA",English,NA,NA,NA,90,Color,2.35:1,6.4,5121,R,2006,NA
Neil Young: Heart of Gold ,"7.8 based on 2,511 user ratings",2006-05-11,Jonathan Demme,"Neil Young,Emmylou Harris,Pegi Young",85,40,64,NA,"ryman-auditorium,punctuation-in-title,song,singing,singer","Documentary,Music",Rated PG for some drug-related lyrics,USA,English,NA,53908(USA),1827544,103,Color,1.85:1,7.8,2511,PG,2006,NA
Wild Tigers I Have Known ,"6.2 based on 1,805 user ratings",2007-05-25,Cam Archer,"Malcolm Stumpf,Patrick White,Max Paradise",52,32,37,NA,"school,friend,child-suicide,tolerance,suicide",Drama,NA,USA,English,50000,4515(USA),9089,81,Black and White,1.78:1,6.2,1805,NA,2007,0.18178
The Beales of Grey Gardens ,7.4 based on 737 user ratings,2006-07-21,NA,NA,NA,6,14,NA,"cat,catholic,beach,painting,kitten",Documentary,NA,USA,English,4e+05,NA,NA,91,Color,1.33:1,7.4,737,NA,2006,NA
Hollow Man II ,"4.4 based on 7,574 user ratings",2006-06-20,Claudio Fäh,"Christian Slater,Peter Facinelli,Laura Regan",NA,49,45,NA,"on-the-run,murder,blood-splatter,second-part,2000s","Action,Horror,Sci-Fi,Thriller","Rated R for violence, some sexuality/nudity and language",USA,English,NA,NA,NA,91,Color,2.35:1,4.4,7574,R,2006,NA
The Covenant ,"5.3 based on 39,496 user ratings",2006-09-08,Renny Harlin,"Steven Strait,Sebastian Stan,Toby Hemingway",19,334,120,2,"magic,friendship-between-men,supernatural-power,family-secret,teenager","Action,Fantasy,Horror,Thriller","Rated PG-13 for intense sequences of violence and action, some disturbing images, sexual content, partial nudity and language",USA,English,2e+07,8852485(USA),23292105,97,Color,2.35:1,5.3,39496,PG-13,2006,1.16460525
Brother Bear 2 ,"6.2 based on 8,278 user ratings",2006-08-29,Ben Gluck,"Patrick Dempsey,Mandy Moore,Jeremy Suarez",NA,17,27,NA,"wedding,quest,bear,muscular-man,disney","Animation,Adventure,Comedy,Family,Fantasy",NA,USA,English,NA,NA,NA,NA,Color,1.78:1,6.2,8278,NA,2006,NA
Seraphim Falls ,"6.7 based on 24,707 user ratings",2007-04-13,David Von Ancken,"Pierce Brosnan,Liam Neeson,Anjelica Huston",62,125,131,NA,"train,wagon,tracking,indian,water","Action,Drama,Thriller,War,Western",Rated R for violence and brief language,USA,English,1.8e+07,155560(USA),413877,115,Color,2.35:1,6.7,24707,R,2007,0.0229931666666667
Unaccompanied Minors ,"5.1 based on 8,386 user ratings",2006-12-08,Paul Feig,"Dyllan Christopher,Tyler James Williams,Gia Mantegna",43,56,73,NA,"airport,blizzard,pennsylvania,christmas,black-comedy","Adventure,Comedy,Family,Romance",Rated PG for mild rude humor and language,USA,"English,Spanish",2.6e+07,157361(Australia),16647384,90,Color,2.35:1,5.1,8386,PG,2006,0.640284
Caffeine ,"5.6 based on 2,367 user ratings",2007-03-16,John Cosgrove,"Marsha Thomason,Mena Suvari,Callum Blue",23,16,16,NA,"masturbation,marijuana,drug-abuse,boyfriend-girlfriend-relationship,boyfriend-boyfriend-relationship",Comedy,NA,USA,English,5e+06,NA,NA,NA,Color,NA,5.6,2367,NA,2007,NA
Barbie in the 12 Dancing Princesses ,"6.5 based on 1,775 user ratings",2006-09-19,NA,NA,NA,11,5,NA,"princess,cobbler-the-shoemaker,magical-world,title-in-title,digit-in-title","Animation,Family",NA,USA,English,NA,NA,NA,83,Color,1.78:1,6.5,1775,NA,2006,NA
Pulse ,"4.7 based on 24,944 user ratings",2006-08-11,NA,NA,27,258,148,NA,"technology,computer,computer-hacker,e-mail,cell-phone","Drama,Horror,Sci-Fi,Thriller","Rated PG-13 for intense sequences of sci-fi terror, disturbing images, language, sensuality and thematic material",USA,English,2e+07,8203822(USA),20259297,90,Color,2.35:1,4.7,24944,PG-13,2006,1.01296485
DOA: Dead or Alive ,"4.8 based on 38,463 user ratings",2007-06-15,Corey Yuen,"Jaime Pressly,Devon Aoki,Sarah Carter",38,180,110,4,"tournament,island,female-fighter,parachute,martial-arts","Action,Adventure","Rated PG-13 for pervasive martial arts and action violence, some sexuality and nudity","USA,Germany,UK",English,2.1e+07,394711(Australia),480314,87,Color,2.35:1,4.8,38463,PG-13,2007,0.0228720952380952
My Super Ex-Girlfriend ,"5.1 based on 53,838 user ratings",2006-07-21,Ivan Reitman,"Uma Thurman,Luke Wilson,Anna Faris",50,203,147,NA,"superhero,supernatural-power,superhero-spoof,architect,boyfriend-girlfriend-relationship","Comedy,Romance,Sci-Fi","Rated PG-13 for sexual content, crude humor, language and brief nudity",USA,English,3e+07,947015(Australia),22526144,95,Color,2.35:1,5.1,53838,PG-13,2006,0.750871466666667
Another Gay Movie ,"5.0 based on 7,814 user ratings",2007-05-03,Todd Stephens,"Michael Carbonaro,Jonathan Chase,Jonah Blechman",37,73,58,NA,"gay,teacher,sex,graduation,party","Comedy,Romance",NA,USA,English,5e+05,33316(USA),654132,92,Color,1.78:1,5,7814,NA,2007,1.308264
The Marine ,"4.7 based on 27,421 user ratings",2006-10-13,John Bonito,"John Cena,Kelly Carlson,Robert Patrick",45,284,78,NA,"beating,tied-up,muscleman,tough-guy,marine","Action,Drama,Thriller","Rated PG-13 for intense sequences of violent action, sensuality and language",USA,"English,Arabic",2e+07,7138774(USA),18843314,92,Color,1.85:1,4.7,27421,PG-13,2006,0.9421657
Quinceañera ,"7.1 based on 3,670 user ratings",2006-07-05,NA,NA,72,48,69,NA,"gay,15th-birthday,birthday,party,security-guard",Drama,"Rated R for language, some sexual content and drug use",USA,"Spanish,English",4e+05,95400(USA),1689999,90,Color,2.35:1,7.1,3670,R,2006,4.2249975
Herbie Hancock: Possibilities ,7.1 based on 111 user ratings,2006-04-14,NA,NA,54,2,7,NA,"musician,character-name-in-title","Documentary,Music",NA,USA,English,NA,NA,NA,NA,Color,NA,7.1,111,NA,2006,NA
"You, Me and Dupree ","5.6 based on 68,370 user ratings",2006-07-14,"Anthony Russo,Joe Russo","Kate Hudson,Owen Wilson,Matt Dillon",46,195,136,NA,"newlywed,best-friend,houseguest,wedding,foot-fetish","Comedy,Romance","Rated PG-13 for sexual content, brief nudity, crude humor, language and a drug reference",USA,English,5.4e+07,21525560(USA),75604320,110,Color,1.85:1,5.6,68370,PG-13,2006,1.40008
Bring It On: All or Nothing ,"5.7 based on 14,194 user ratings",2006-08-08,Steve Rash,"Hayden Panettiere,Jake McDorman,JoJo Wright",NA,74,11,NA,"social-differences,class-differences,school,cheerleader,high-school","Comedy,Sport",Rated PG-13 for sexual humor and language,USA,English,NA,NA,NA,99,Color,1.78:1,5.7,14194,PG-13,2006,NA
Talladega Nights: The Ballad of Ricky Bobby ,"6.6 based on 130,541 user ratings",2006-08-04,Adam McKay,"Will Ferrell,John C. Reilly,Sacha Baron Cohen",66,437,164,1,"racing,nascar,friend,french,car-racing","Action,Comedy,Sport","Rated PG-13 for crude and sexual humor, language, drug references and brief comic violence",USA,"English,French",7.3e+07,47042215(USA),148213377,108,Color,2.35:1,6.6,130541,PG-13,2006,2.03032023287671
Idlewild ,"6.2 based on 4,601 user ratings",2006-08-25,Bryan Barber,"Big Boi,Terrence Howard,André Benjamin",55,91,81,NA,"gangster,speakeasy,written-and-directed-by-cast-member,song-and-dance,playing-piano","Crime,Drama,Musical,Romance","Rated R for violence, sexuality, nudity and language",USA,English,1.5e+07,5745780(USA),12549485,121,Color,2.35:1,6.2,4601,R,2006,0.836632333333333
Bella ,"7.4 based on 9,601 user ratings",2007-11-30,Alejandro Monteverde,"Eduardo Verástegui,Tammy Blanchard,Manny Perez",47,174,60,NA,"soccer,restaurant,inter-cultural,latino,train","Drama,Romance",Rated PG-13 for thematic elements and brief disturbing images,"USA,Mexico","English,Spanish",3300000,1328448(USA),8108247,91,Color,1.85:1,7.4,9601,PG-13,2007,2.45704454545455
When a Stranger Calls ,"5.0 based on 34,672 user ratings",2006-02-03,Simon West,"Camilla Belle,Tommy Flanagan,Katie Cassidy",27,468,152,3,"cell-phone,high-school,babysitting,teenager,nightmare","Horror,Thriller","Rated PG-13 for intense terror, violence and some language",USA,English,1.5e+07,21607203(USA),47860214,87,Color,2.35:1,5,34672,PG-13,2006,3.19068093333333
I'll Always Know What You Did Last Summer ,"3.5 based on 7,860 user ratings",2006-08-22,Sylvain White,"Brooke Nevin,David Paetkau,Torrey DeVitto",NA,110,55,NA,"friend,colorado,fourth-of-july,carnival,cell-phone",Horror,Rated R for horror violence,USA,English,NA,NA,NA,92,Color,1.85:1,3.5,7860,R,2006,NA
Origins ,8.7 based on 12 user ratings,2006-09-19,NA,NA,NA,NA,NA,NA,NA,Short,NA,USA,English,NA,NA,NA,NA,Color,1.78:1,8.7,12,NA,2006,NA
The Sentinel ,"6.1 based on 42,128 user ratings",2006-04-21,Clark Johnson,"Michael Douglas,Kiefer Sutherland,Kim Basinger",49,213,161,2,"secret-service,president,first-lady,investigation,framed","Action,Crime,Thriller",Rated PG-13 for some intense action violence and a scene of sensuality,USA,English,6e+07,87942(NewZealand),36279230,108,Color,2.35:1,6.1,42128,PG-13,2006,0.604653833333333
The Lost City ,"6.7 based on 8,365 user ratings",2006-05-26,Andy Garcia,"Andy Garcia,Inés Sastre,Bill Murray",47,165,52,NA,"havana-cuba,fidel-castro,cuba,1950s,cuban-flag","Drama,Romance",Rated R for violence,USA,"English,Spanish",9600000,191560(USA),2483955,144,Color,1.85:1,6.7,8365,R,2006,0.2587453125
Catch and Release ,"6.0 based on 18,642 user ratings",2007-01-26,Susannah Grant,"Jennifer Garner,Timothy Olyphant,Kevin Smith",43,104,107,4,"secret,friend,ends-with-a-kiss,reference-to-traci-lords,friendship","Comedy,Drama,Romance","Rated PG-13 for sexual content, language and some drug use",USA,English,NA,7658898(USA),15269668,112,Color,2.35:1,6,18642,PG-13,2007,NA
Wedding Daze ,"5.7 based on 12,742 user ratings",2007-06-01,Michael Ian Black,"Jason Biggs,Isla Fisher,Michael Weston",NA,38,50,NA,"blonde,upskirt,mini-dress,girl-in-panties,white-panties","Comedy,Romance",Rated R for sexual content and some language,USA,English,NA,£803471(UK),NA,90,Color,1.85:1,5.7,12742,R,2007,NA
Bug ,"6.1 based on 27,633 user ratings",2007-05-25,William Friedkin,"Ashley Judd,Michael Shannon,Harry Connick Jr.",62,329,211,NA,"bug,motel,motel-room,delusion,conspiracy-theory","Drama,Horror,Thriller","Rated R for some strong violence, sexuality, nudity, language and drug use","USA,Germany",English,4e+06,4015846(USA),7006708,102,Color,1.85:1,6.1,27633,R,2007,1.751677
Guide Dog ,6.8 based on 350 user ratings,2006-03-30,NA,NA,NA,5,4,NA,NA,"Animation,Short",NA,USA,English,NA,NA,NA,NA,Color,1.33:1,6.8,350,NA,2006,NA
Cocaine Cowboys ,"7.9 based on 10,447 user ratings",2007-11-23,NA,NA,59,18,51,NA,"cocaine,violence,murder,drugs,1980s","Documentary,Crime","Rated R for pervasive drug content, gruesome violent images, and language",USA,English,NA,36295(USA),148872,118,Color,NA,7.9,10447,R,2007,NA
The Wild ,"5.3 based on 18,852 user ratings",2006-04-14,Steve 'Spaz' Williams,"Kiefer Sutherland,James Belushi,Eddie Izzard",47,156,103,NA,"africa,zoo,volcano,lion,animal","Animation,Adventure,Comedy,Family",NA,"Canada,USA",English,8e+07,380226(Brazil),37371315,NA,Color,1.85:1,5.3,18852,NA,2006,0.4671414375
Freedomland ,"5.1 based on 13,481 user ratings",2006-02-17,Joe Roth,"Julianne Moore,Samuel L. Jackson,Edie Falco",43,184,102,NA,"police,mother,kidnapping,hospital,missing-child","Crime,Drama,Mystery,Thriller",Rated R for language and some violent content,USA,"English,Italian",37665000,6707111(USA),12512886,113,Color,2.35:1,5.1,13481,R,2006,0.332215213062525
Littleman ,"4.3 based on 39,387 user ratings",2006-07-14,Keenen Ivory Wayans,"Shawn Wayans,Marlon Wayans,Kerry Washington",26,187,78,4,"diamond,infant,spoof,parody,sports-violence","Comedy,Crime","Rated PG-13 for crude and sexual humor throughout, language and brief drug references","USA,Canada","English,Estonian",6.4e+07,1198575(Australia),58255287,NA,Color,1.85:1,4.3,39387,PG-13,2006,0.910238859375
The Grudge 2 ,"5.0 based on 38,606 user ratings",2006-10-13,Takashi Shimizu,"Amber Tamblyn,Edison Chen,Arielle Kebbel",33,284,131,4,"high-school,ghost,curse,schoolgirl,haunted-house","Horror,Thriller","Rated PG-13 for mature thematic material, disturbing images/terror/violence, and some sensuality","USA,Japan","English,Japanese",2e+07,586635(Brazil),39143839,102,Color,1.85:1,5,38606,PG-13,2006,1.95719195
Davy and Stu ,6.2 based on 521 user ratings,2006-05-27,NA,NA,NA,5,2,NA,"bog,scotland,sexual-tension,storytelling,flashlight","Short,Drama,Romance",NA,USA,English,NA,NA,NA,NA,Color,1.66:1,6.2,521,NA,2006,NA
Blind Dating ,"6.1 based on 9,723 user ratings",2007-04-26,James Keach,"Chris Pine,Anjali Jay,Eddie Kaye Thomas",NA,25,27,NA,"surgery,love,blind-man,regaining-sight,basketball-court","Comedy,Romance",Rated PG-13 for sexual content and language,USA,English,NA,61877(USA),87416,NA,Color,2.35:1,6.1,9723,PG-13,2007,NA
Annapolis ,"5.8 based on 17,946 user ratings",2006-01-27,Justin Lin,"James Franco,Jordana Brewster,Tyrese Gibson",37,144,91,NA,"boxing,welder,shipbuilder,roommate,shipyard","Drama,Romance,Sport","Rated PG-13 for some violence, sexual content and language",USA,English,2.6e+07,7681171(USA),17119321,108,Color,1.85:1,5.8,17946,PG-13,2006,0.658435423076923
Black Christmas ,"4.5 based on 19,888 user ratings",2006-12-25,Glen Morgan,"Michelle Trachtenberg,Mary Elizabeth Winstead,Lacey Chabert",22,278,185,NA,"christmas,incest,house,attic,sorority",Horror,"Rated R for strong horror violence and gore, sexuality, nudity and language","USA,Canada",English,9e+06,£367743(UK),16235293,84,Color,2.35:1,4.5,19888,R,2006,1.80392144444444
The Shaggy Dog ,"4.4 based on 14,863 user ratings",2006-03-10,Brian Robbins,"Tim Allen,Kristin Davis,Craig Kilborn",43,83,76,NA,"sheepdog,dog-movie,human-becoming-an-animal,elevator,animal-as-human","Comedy,Family,Fantasy",Rated PG for some mild rude humor,USA,English,5e+07,16310058(USA),61112916,98,Color,2.35:1,4.4,14863,PG,2006,1.22225832
Rest Stop ,"4.6 based on 9,249 user ratings",2006-10-17,John Shiban,"Jaimie Alexander,Joseph George Mendicino,Deanna Russo",NA,205,66,NA,"serial-killer,breasts,sex-scene,close-up-of-breasts,police-officer-killed","Horror,Thriller","Rated R for strong violence and gore, language and some sexuality",USA,English,NA,NA,NA,80,Color,1.85:1,4.6,9249,R,2006,NA
Unrest ,"5.0 based on 6,862 user ratings",2007-10-24,Jason Todd Ipson,"Corri English,Scot Davis,Joshua Alba",NA,92,40,NA,"medical,cadaver,medical-student,medical-school,morgue","Horror,Thriller","Rated R for violence/gore, nudity and some language",USA,English,2500000,NA,NA,88,Color,1.85:1,5,6862,R,2007,NA
Ask the Dust ,"5.8 based on 8,063 user ratings",2006-04-13,Robert Towne,"Colin Farrell,Salma Hayek,Donald Sutherland",58,73,76,NA,"male-full-frontal-nudity,male-pubic-hair,pubic-hair,male-frontal-nudity,rough-sex","Drama,Romance","Rated R for some sexuality, nudity and language","USA,Germany","English,Spanish",NA,68779(USA),742614,117,Color,1.85:1,5.8,8063,R,2006,NA
Kurt Cobain About a Son ,"7.4 based on 3,059 user ratings",2007-10-03,NA,NA,69,14,47,NA,"kurt-cobain,voice-over-narration,separation,rock-star,punk-rock","Documentary,Music",NA,USA,English,NA,10749(USA),80689,96,Color,NA,7.4,3059,NA,2007,NA
Furnace ,3.9 based on 591 user ratings,2008-02-12,NA,NA,NA,13,19,NA,NA,"Crime,Horror,Mystery,Thriller",NA,USA,English,3e+06,NA,NA,86,Color,NA,3.9,591,NA,2008,NA
ATL ,"6.0 based on 8,517 user ratings",2006-03-31,Chris Robinson,"T.I.,Lauren London,Evan Ross",63,92,54,NA,"rollerskating-rink,high-school,spelman-college,voice-over-narration,twin","Comedy,Crime,Drama,Music,Romance","Rated PG-13 for drug content, language, sexual material and some violence",USA,English,NA,11554404(USA),21160089,105,Color,2.35:1,6,8517,PG-13,2006,NA
